obs_id,station_id,station_name,climate_zone,latitude,longitude,elevation_m,timestamp,date,hour_of_day,month,day_of_week,is_weekend,season,temperature_c,feels_like_c,dew_point_c,humidity_pct,pressure_hpa,wind_speed_kmh,wind_direction_deg,wind_gust_kmh,precipitation_mm,precipitation_type,cloud_cover_pct,visibility_km,uv_index,is_thunderstorm,weather_condition,road_surface,outdoor_suitability_score,umbrella_needed,clothing_recommendation,recommendation_headline,recommendation_text
OBS-0018605,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 04:00:00,2025-02-21,4,2,4,0,winter,-7.0,-10.0,-11.9,68.2,984.4,5.8,142,10.4,0,none,26,5.9,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -10.0°C). Wind chill below freezing — dress warmly.
OBS-0018606,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 05:00:00,2025-02-21,5,2,4,0,winter,-5.6,-7.3,-12.2,59.4,996.2,4.0,151,7.1,0,none,20,19.5,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -7.3°C). Wind chill below freezing — dress warmly.
OBS-0018607,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 06:00:00,2025-02-21,6,2,4,0,winter,-4.0,-6.0,-9.9,63.5,1001.0,4.8,25,9.5,0,none,18,27.8,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -6.0°C). Wind chill below freezing — dress warmly.
OBS-0018608,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 07:00:00,2025-02-21,7,2,4,0,winter,-2.9,-8.2,-10.7,54.7,992.9,15.9,86,30.8,0,none,13,17.4,0.6,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -8.2°C). Wind chill below freezing — dress warmly.
OBS-0018609,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 08:00:00,2025-02-21,8,2,4,0,winter,-2.9,-3.4,-12.2,48.6,998.4,2.8,44,5.2,0,none,29,14.0,1.1,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -3.4°C). Wind chill below freezing — dress warmly.
OBS-0018610,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 09:00:00,2025-02-21,9,2,4,0,winter,-1.4,-6.4,-9.7,53.0,995.4,16.3,300,27.9,0,none,22,19.1,1.7,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -6.4°C). Wind chill below freezing — dress warmly.
OBS-0018611,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 10:00:00,2025-02-21,10,2,4,0,winter,-0.8,-0.7,-12.2,41.6,1004.7,2.3,258,3.9,0,none,25,16.1,2.0,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -0.7°C). Wind chill below freezing — dress warmly.
OBS-0018612,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 11:00:00,2025-02-21,11,2,4,0,winter,1.0,-1.6,-13.5,33.0,987.8,8.1,228,15.0,0,none,10,8.7,2.7,0,clear,dry,10,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -1.6°C). Wind chill below freezing — dress warmly.
OBS-0018613,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 12:00:00,2025-02-21,12,2,4,0,winter,1.0,-1.3,-11.0,40.3,996.3,7.2,96,10.2,0,none,11,12.2,2.9,0,clear,dry,10,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -1.3°C). Wind chill below freezing — dress warmly.
OBS-0018614,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 13:00:00,2025-02-21,13,2,4,0,winter,-0.4,-1.2,-9.1,51.6,996.6,3.4,168,4.4,0,none,9,12.4,3.0,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -1.2°C). Wind chill below freezing — dress warmly.
OBS-0018615,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 14:00:00,2025-02-21,14,2,4,0,winter,-0.6,-2.9,-9.1,52.5,992.8,6.4,12,9.1,0,none,11,8.5,2.9,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -2.9°C). Wind chill below freezing — dress warmly.
OBS-0018616,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 15:00:00,2025-02-21,15,2,4,0,winter,0.9,13.7,-5.2,63.9,993.6,0,22,0.0,0,none,36,22.0,2.1,0,clear,dry,10,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 13.7°C).
OBS-0018617,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 16:00:00,2025-02-21,16,2,4,0,winter,-2.2,-1.8,-8.2,63.2,998.0,1.9,73,3.0,0,none,36,14.7,1.8,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -1.8°C). Wind chill below freezing — dress warmly.
OBS-0018618,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 17:00:00,2025-02-21,17,2,4,0,winter,-3.3,-9.4,-11.9,51.4,987.6,19.9,171,34.7,0,none,26,9.5,1.6,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -9.4°C). Wind chill below freezing — dress warmly.
OBS-0018619,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 18:00:00,2025-02-21,18,2,4,0,winter,-4.6,-7.1,-17.2,36.6,998.1,5.5,99,10.4,0,none,20,24.0,1.2,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -7.1°C). Wind chill below freezing — dress warmly.
OBS-0018620,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 19:00:00,2025-02-21,19,2,4,0,winter,-5.8,-10.4,-12.9,57.2,995.0,10.6,54,13.6,0,none,8,21.7,0.7,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -10.4°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018621,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 20:00:00,2025-02-21,20,2,4,0,winter,-7.8,-14.2,-17.0,47.6,989.9,15.8,1,30.7,0,none,3,6.6,0.0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -14.2°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018622,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 21:00:00,2025-02-21,21,2,4,0,winter,-7.4,-12.6,-13.0,64.0,993.4,11.5,217,17.4,0,none,9,25.1,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -12.6°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018623,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 22:00:00,2025-02-21,22,2,4,0,winter,-9.1,7.5,-15.5,59.6,997.4,0,312,0.0,0,none,15,13.4,0,0,clear,dry,8,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 7.5°C).
OBS-0018624,WS-005,Zara,highland,39.899,37.75,1350,2025-02-21 23:00:00,2025-02-21,23,2,4,0,winter,-9.2,-13.1,-20.4,39.5,993.5,7.1,45,13.2,0,none,26,12.7,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -13.1°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018625,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 00:00:00,2025-02-22,0,2,5,1,winter,-8.5,-15.8,-19.0,42.5,999.1,19.2,8,26.3,0,none,20,28.5,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -15.8°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018626,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 01:00:00,2025-02-22,1,2,5,1,winter,-9.3,-11.5,-21.8,35.4,993.2,4.0,214,7.1,0,none,21,7.7,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -11.5°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018627,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 02:00:00,2025-02-22,2,2,5,1,winter,-8.4,-9.3,-19.3,41.0,993.3,2.7,224,3.6,0,none,11,8.0,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -9.3°C). Wind chill below freezing — dress warmly.
OBS-0018628,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 03:00:00,2025-02-22,3,2,5,1,winter,-8.1,-10.0,-16.0,52.7,990.1,3.9,254,7.6,0,none,25,15.2,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -10.0°C). Wind chill below freezing — dress warmly.
OBS-0018629,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 04:00:00,2025-02-22,4,2,5,1,winter,-5.1,-6.5,-16.5,40.2,996.9,3.6,77,4.3,0,none,30,5.3,0,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -6.5°C). Wind chill below freezing — dress warmly.
OBS-0018630,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 05:00:00,2025-02-22,5,2,5,1,winter,-5.5,9.7,-13.5,53.0,995.7,0,69,0.0,0,none,10,13.5,0,0,clear,dry,8,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 9.7°C).
OBS-0018631,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 06:00:00,2025-02-22,6,2,5,1,winter,-1.8,12.0,-7.0,67.7,993.2,0,273,0.0,0,none,0,12.0,0,0,clear,dry,8,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 12.0°C).
OBS-0018632,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 07:00:00,2025-02-22,7,2,5,1,winter,-0.9,-4.9,-14.0,36.1,995.5,12.1,110,18.2,0,none,20,14.6,0.6,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -4.9°C). Wind chill below freezing — dress warmly.
OBS-0018633,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 08:00:00,2025-02-22,8,2,5,1,winter,-0.3,0.1,-11.6,42.2,991.7,2.0,53,3.2,0,none,40,19.9,1.0,0,clear,dry,8,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 0.1°C).
OBS-0018634,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 09:00:00,2025-02-22,9,2,5,1,winter,0.7,13.6,-6.5,58.5,988.8,0,186,0.0,0,none,39,29.4,1.4,0,clear,dry,10,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 13.6°C).
OBS-0018635,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 10:00:00,2025-02-22,10,2,5,1,winter,-0.3,-5.3,-7.8,57.1,989.1,18.0,351,26.5,0,none,14,26.8,2.2,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -5.3°C). Wind chill below freezing — dress warmly.
OBS-0018636,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 11:00:00,2025-02-22,11,2,5,1,winter,0.4,-2.8,-7.2,56.8,999.9,9.7,267,16.6,0,none,23,25.5,2.4,0,clear,dry,10,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -2.8°C). Wind chill below freezing — dress warmly.
OBS-0018637,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 12:00:00,2025-02-22,12,2,5,1,winter,0.8,13.6,-4.2,69.4,986.4,0,158,0.0,0,none,7,28.7,3.0,0,clear,dry,10,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 13.6°C).
OBS-0018638,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 13:00:00,2025-02-22,13,2,5,1,winter,-0.8,-5.5,-14.6,34.3,990.5,15.5,238,29.3,0,none,30,24.2,2.5,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -5.5°C). Wind chill below freezing — dress warmly.
OBS-0018639,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 14:00:00,2025-02-22,14,2,5,1,winter,0.6,-4.2,-8.5,50.5,996.6,17.8,255,22.6,0,none,13,7.2,2.8,0,clear,dry,10,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -4.2°C). Wind chill below freezing — dress warmly.
OBS-0018640,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 15:00:00,2025-02-22,15,2,5,1,winter,1.0,-0.0,-9.3,46.1,995.9,4.1,46,7.0,0,none,32,6.3,2.2,0,clear,dry,10,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like -0.0°C).
OBS-0018641,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 16:00:00,2025-02-22,16,2,5,1,winter,-1.7,-3.3,-9.6,54.9,1001.4,4.5,265,8.8,0,none,28,10.7,2.0,0,clear,dry,8,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -3.3°C). Wind chill below freezing — dress warmly.
OBS-0018642,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 17:00:00,2025-02-22,17,2,5,1,winter,-2.0,3.5,-9.7,55.6,999.5,0.1,225,0.1,0,none,15,21.5,1.8,0,clear,dry,8,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 3.5°C).
OBS-0018643,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 18:00:00,2025-02-22,18,2,5,1,winter,-3.5,-6.0,-10.3,59.3,999.5,6.0,74,11.0,0,none,16,10.4,1.2,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -6.0°C). Wind chill below freezing — dress warmly.
OBS-0018644,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 19:00:00,2025-02-22,19,2,5,1,winter,-3.9,-9.5,-9.6,64.3,988.8,16.5,57,22.5,0,none,40,11.1,0.5,0,clear,dry,6,0,winter_coat_scarf_gloves,Clear skies,Wear winter coat scarf gloves (feels like -9.5°C). Wind chill below freezing — dress warmly.
OBS-0018645,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 20:00:00,2025-02-22,20,2,5,1,winter,-6.6,-11.0,-15.2,50.4,990.0,9.4,87,18.6,0,none,30,16.8,0.0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -11.0°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018646,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 21:00:00,2025-02-22,21,2,5,1,winter,-7.3,-12.3,-19.8,36.1,1004.7,10.7,289,19.2,0,none,34,28.7,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -12.3°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018647,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 22:00:00,2025-02-22,22,2,5,1,winter,-6.9,8.8,-17.3,43.3,991.2,0,105,0.0,0,none,34,9.2,0,0,clear,dry,8,0,light_jacket_or_sweater,Clear skies,Wear light jacket or sweater (feels like 8.8°C).
OBS-0018648,WS-005,Zara,highland,39.899,37.75,1350,2025-02-22 23:00:00,2025-02-22,23,2,5,1,winter,-8.9,-15.6,-22.3,32.8,996.8,15.8,140,26.7,0,none,39,18.5,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -15.6°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018649,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 00:00:00,2025-02-23,0,2,6,1,winter,-12.2,-16.4,-15.2,78.4,1002.7,6.6,290,10.2,0.1,snow,70,16.5,0,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -16.4°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018650,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 01:00:00,2025-02-23,1,2,6,1,winter,-12.2,-18.1,-15.9,73.9,1003.6,10.6,33,19.6,0.1,snow,71,26.1,0,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -18.1°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018651,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 02:00:00,2025-02-23,2,2,6,1,winter,-11.4,-13.3,-15.1,73.9,997.0,3.4,254,5.8,0.0,none,87,12.0,0,0,cloudy,dry,4,0,heavy_winter_coat_gloves_hat,Overcast,Wear heavy winter coat gloves hat (feels like -13.3°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018652,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 03:00:00,2025-02-23,3,2,6,1,winter,-11.1,-18.4,-15.0,72.8,992.8,16.3,231,25.5,0.2,snow,100,5.3,0,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -18.4°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018653,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 04:00:00,2025-02-23,4,2,6,1,winter,-9.6,-11.1,-15.0,64.8,998.2,3.2,188,6.2,0.0,none,90,11.1,0,0,cloudy,dry,6,0,heavy_winter_coat_gloves_hat,Overcast,Wear heavy winter coat gloves hat (feels like -11.1°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018654,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 05:00:00,2025-02-23,5,2,6,1,winter,-9.1,7.5,-11.8,80.7,993.3,0,231,0.0,0.1,snow,63,23.2,0,0,snow,icy,2,0,warm_jacket_layers,Snowfall,Roads may be slippery — allow extra travel time. Wear warm jacket layers (feels like 7.5°C).
OBS-0018655,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 06:00:00,2025-02-23,6,2,6,1,winter,-7.4,8.5,-9.3,86.3,999.3,0,99,0.0,0.2,snow,67,10.3,0,0,snow,icy,2,0,light_jacket_or_sweater,Snowfall,Roads may be slippery — allow extra travel time. Wear light jacket or sweater (feels like 8.5°C).
OBS-0018656,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 07:00:00,2025-02-23,7,2,6,1,winter,-5.1,-9.5,-8.9,74.7,992.8,10.2,315,17.9,0.2,snow,75,22.3,0.3,0,snow,icy,0,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -9.5°C). Wind chill below freezing — dress warmly.
OBS-0018657,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 08:00:00,2025-02-23,8,2,6,1,winter,-3.8,-10.2,-7.2,76.9,1007.6,21.0,174,30.7,0.1,snow,98,11.3,0.4,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -10.2°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018658,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 09:00:00,2025-02-23,9,2,6,1,winter,-2.9,-8.2,-9.2,61.9,991.0,15.8,46,22.3,0.1,snow,70,11.8,0.9,0,snow,icy,0,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -8.2°C). Wind chill below freezing — dress warmly.
OBS-0018659,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 10:00:00,2025-02-23,10,2,6,1,winter,-2.0,-6.7,-3.7,88.2,1001.4,13.9,226,22.7,0.1,snow,95,23.8,0.7,0,snow,icy,0,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -6.7°C). Wind chill below freezing — dress warmly.
OBS-0018660,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 11:00:00,2025-02-23,11,2,6,1,winter,-2.2,-5.6,-3.0,94.2,1003.8,9.0,246,11.6,0.0,none,80,6.8,1.2,0,partly_cloudy,dry,6,0,winter_coat_scarf_gloves,Partly cloudy,Wear winter coat scarf gloves (feels like -5.6°C). Wind chill below freezing — dress warmly.
OBS-0018661,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 12:00:00,2025-02-23,12,2,6,1,winter,-3.5,-9.0,-7.2,75.3,1001.1,16.5,203,21.2,0.1,snow,95,20.6,0.9,0,snow,icy,0,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -9.0°C). Wind chill below freezing — dress warmly.
OBS-0018662,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 13:00:00,2025-02-23,13,2,6,1,winter,-3.5,10.9,-8.8,66.5,995.3,0,13,0.0,0.1,snow,97,22.5,0.9,0,snow,icy,2,0,light_jacket_or_sweater,Snowfall,Roads may be slippery — allow extra travel time. Wear light jacket or sweater (feels like 10.9°C).
OBS-0018663,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 14:00:00,2025-02-23,14,2,6,1,winter,-3.3,-6.0,-9.8,60.9,997.0,6.5,157,10.5,0.1,snow,97,17.4,0.9,0,snow,icy,0,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -6.0°C). Wind chill below freezing — dress warmly.
OBS-0018664,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 15:00:00,2025-02-23,15,2,6,1,winter,-4.2,10.5,-6.9,81.3,999.2,0,45,0.0,0.0,none,71,7.3,1.3,0,partly_cloudy,dry,8,0,light_jacket_or_sweater,Partly cloudy,Wear light jacket or sweater (feels like 10.5°C).
OBS-0018665,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 16:00:00,2025-02-23,16,2,6,1,winter,-3.7,-7.1,-5.3,88.9,1000.8,8.1,259,16.0,0.1,snow,71,8.8,1.2,0,snow,icy,0,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -7.1°C). Wind chill below freezing — dress warmly.
OBS-0018666,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 17:00:00,2025-02-23,17,2,6,1,winter,-5.9,-9.6,-11.3,65.6,1000.4,7.8,315,11.2,0.2,snow,100,19.5,0.5,0,snow,icy,0,0,winter_coat_scarf_gloves,Snowfall,Roads may be slippery — allow extra travel time. Wear winter coat scarf gloves (feels like -9.6°C). Wind chill below freezing — dress warmly.
OBS-0018667,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 18:00:00,2025-02-23,18,2,6,1,winter,-5.8,-10.2,-8.6,80.6,1001.4,9.8,315,17.0,0.1,snow,77,19.0,0.6,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -10.2°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018668,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 19:00:00,2025-02-23,19,2,6,1,winter,-10.1,-11.8,-14.8,68.4,1002.5,3.3,302,5.7,0.1,snow,89,23.8,0.2,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -11.8°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018669,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 20:00:00,2025-02-23,20,2,6,1,winter,-10.5,-11.0,-14.7,71.1,1001.3,2.2,114,2.7,0.1,snow,95,21.8,0.0,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -11.0°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018670,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 21:00:00,2025-02-23,21,2,6,1,winter,-10.6,-11.4,-11.7,91.5,998.3,2.4,1,3.8,0.1,snow,63,18.2,0,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -11.4°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018671,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 22:00:00,2025-02-23,22,2,6,1,winter,-11.5,-17.4,-14.1,80.7,989.5,10.9,128,17.3,0.1,snow,91,26.4,0,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -17.4°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018672,WS-005,Zara,highland,39.899,37.75,1350,2025-02-23 23:00:00,2025-02-23,23,2,6,1,winter,-11.9,-15.9,-15.0,77.5,996.6,6.4,227,9.9,0.1,snow,80,9.0,0,0,snow,icy,0,0,heavy_winter_coat_gloves_hat,Snowfall,Roads may be slippery — allow extra travel time. Wear heavy winter coat gloves hat (feels like -15.9°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018673,WS-005,Zara,highland,39.899,37.75,1350,2025-02-24 00:00:00,2025-02-24,0,2,0,0,winter,-10.4,-14.9,-23.8,32.4,996.8,7.9,147,15.4,0,none,13,8.7,0,0,clear,dry,4,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -14.9°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018674,WS-005,Zara,highland,39.899,37.75,1350,2025-02-24 01:00:00,2025-02-24,1,2,0,0,winter,-11.0,-15.7,-24.5,31.8,996.4,8.2,18,13.4,0,none,36,17.5,0,0,clear,dry,4,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -15.7°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018675,WS-005,Zara,highland,39.899,37.75,1350,2025-02-24 02:00:00,2025-02-24,2,2,0,0,winter,-10.6,-17.7,-19.2,48.9,988.9,15.7,127,27.9,0,none,40,22.8,0,0,clear,dry,4,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -17.7°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018676,WS-005,Zara,highland,39.899,37.75,1350,2025-02-24 03:00:00,2025-02-24,3,2,0,0,winter,-9.2,7.4,-21.8,35.2,1005.7,0,39,0.0,0,none,8,21.5,0,0,clear,dry,8,0,warm_jacket_layers,Clear skies,Wear warm jacket layers (feels like 7.4°C).
OBS-0018677,WS-005,Zara,highland,39.899,37.75,1350,2025-02-24 04:00:00,2025-02-24,4,2,0,0,winter,-6.8,-13.0,-13.6,58.1,994.8,15.7,61,23.4,0,none,32,6.2,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -13.0°C). Dangerously cold wind chill — limit time outdoors.
OBS-0018678,WS-005,Zara,highland,39.899,37.75,1350,2025-02-24 05:00:00,2025-02-24,5,2,0,0,winter,-6.3,-11.3,-15.4,48.5,1003.5,11.6,167,19.2,0,none,35,18.3,0,0,clear,dry,6,0,heavy_winter_coat_gloves_hat,Clear skies,Wear heavy winter coat gloves hat (feels like -11.3°C). Dangerously cold wind chill — limit time outdoors.
